Id,Series_reference,Period,STATUS,UNITS,Magnitude
975,MFGQ.SFA1KSPC,1995.12,R,PERCENT,0
976,MFGQ.SFA1KSPC,1996.03,R,PERCENT,0
977,MFGQ.SFA1KSPC,1996.06,R,PERCENT,0
978,MFGQ.SFA1KSPC,1996.09,R,PERCENT,0
979,MFGQ.SFA1KSPC,1996.12,R,PERCENT,0
980,MFGQ.SFA1KSPC,1997.03,R,PERCENT,0
981,MFGQ.SFA1KSPC,1997.06,R,PERCENT,0
982,MFGQ.SFA1KSPC,1997.09,R,PERCENT,0
983,MFGQ.SFA1KSPC,1997.12,R,PERCENT,0
984,MFGQ.SFA1KSPC,1998.03,R,PERCENT,0
985,MFGQ.SFA1KSPC,1998.06,R,PERCENT,0
986,MFGQ.SFA1KSPC,1998.09,R,PERCENT,0
987,MFGQ.SFA1KSPC,1998.12,R,PERCENT,0
988,MFGQ.SFA1KSPC,1999.03,R,PERCENT,0
989,MFGQ.SFA1KSPC,1999.06,R,PERCENT,0
990,MFGQ.SFA1KSPC,1999.09,R,PERCENT,0
991,MFGQ.SFA1KSPC,1999.12,R,PERCENT,0
992,MFGQ.SFA1KSPC,2000.03,R,PERCENT,0
993,MFGQ.SFA1KSPC,2000.06,R,PERCENT,0
994,MFGQ.SFA1KSPC,2000.09,R,PERCENT,0
995,MFGQ.SFA1KSPC,2000.12,R,PERCENT,0
996,MFGQ.SFA1KSPC,2001.03,R,PERCENT,0
997,MFGQ.SFA1KSPC,2001.06,R,PERCENT,0
998,MFGQ.SFA1KSPC,2001.09,R,PERCENT,0
999,MFGQ.SFA1KSPC,2001.12,R,PERCENT,0
